498
Tulsa,OK,Oklahoma,36.1283,-95.9042,715983
Allentown,PA,Pennsylvania,40.5961,-75.4756,714136
Dayton,OH,Ohio,39.7805,-84.2003,709300
Birmingham,AL,Alabama,33.5279,-86.7971,704676
Charleston,SC,South Carolina,32.8168,-79.9687,685517
Cape Coral,FL,Florida,26.6443,-81.9957,682773
Columbia,SC,South Carolina,34.0378,-80.9036,640502
Concord,CA,California,37.9722,-122.0016,640270
Colorado Springs,CO,Colorado,38.8674,-104.7605,628808
Springfield,MA,Massachusetts,42.1155,-72.5395,620494
Knoxville,TN,Tennessee,35.9692,-83.9496,619925
Baton Rouge,LA,Louisiana,30.442,-91.1311,610751
Ogden,UT,Utah,41.2279,-111.9682,608259
Grand Rapids,MI,Michigan,42.9619,-85.6562,604311
Albany,NY,New York,42.6664,-73.7987,604077
Bakersfield,CA,California,35.3529,-119.0359,590845
Mission Viejo,CA,California,33.6096,-117.6551,588540
New Haven,CT,Connecticut,41.3113,-72.9246,587648
Worcester,MA,Massachusetts,42.2705,-71.8079,573573
Provo,UT,Utah,40.2457,-111.6457,551645
Akron,OH,Ohio,41.0798,-81.5219,546549
Palm Bay,FL,Florida,27.9631,-80.6593,528322
Des Moines,IA,Iowa,41.5725,-93.6105,514654
Murrieta,CA,California,33.5719,-117.1909,509526
Mesa,AZ,Arizona,33.4015,-111.7178,497752
Staten Island,NY,New York,40.5834,-74.1496,495747
Wichita,KS,Kansas,37.6895,-97.3443,491916
Toledo,OH,Ohio,41.6638,-83.5827,490832
Harrisburg,PA,Pennsylvania,40.2752,-76.8843,472261
Port St. Lucie,FL,Florida,27.2796,-80.3884,468979
Long Beach,CA,California,33.7977,-118.167,466565
Reno,NV,Nevada,39.5497,-119.8483,463328
Madison,WI,Wisconsin,43.0822,-89.393,461778
Little Rock,AR,Arkansas,34.7256,-92.3577,457379
Greenville,SC,South Carolina,34.8354,-82.3646,450487
Denton,TX,Texas,33.2175,-97.1418,445814
Spokane,WA,Washington,47.6671,-117.433,440270
Oakland,CA,California,37.7904,-122.2166,437548
Lancaster,PA,Pennsylvania,40.042,-76.3012,430621
Poughkeepsie,NY,New York,41.695,-73.9211,423386
Boise,ID,Idaho,43.6005,-116.2308,422665
Winston-Salem,NC,North Carolina,36.1029,-80.261,420400
Syracuse,NY,New York,43.0407,-76.1437,418875
Augusta,GA,Georgia,33.3645,-82.0708,409668
Stockton,CA,California,37.9765,-121.3109,406822
Palm Coast,FL,Florida,29.5389,-81.2457,403834
Chattanooga,TN,Tennessee,35.066,-85.2481,403233
Kissimmee,FL,Florida,28.3041,-81.4169,399929
Durham,NC,North Carolina,35.9792,-78.9022,399762
Arlington,TX,Texas,32.6998,-97.125,392304
Victorville,CA,California,34.5277,-117.3536,389060
Aurora,CO,Colorado,39.7083,-104.7237,383496
Modesto,CA,California,37.6375,-121.0028,382994
Lancaster,CA,California,34.6935,-118.1753,381732
Fayetteville,AR,Arkansas,36.0714,-94.1661,381636
Scranton,PA,Pennsylvania,41.4044,-75.6649,376974
Oxnard,CA,California,34.1964,-119.1815,366330
Youngstown,OH,Ohio,41.0993,-80.6463,363541
Indio,CA,California,33.7346,-116.2346,361831
Pensacola,FL,Florida,30.4413,-87.1911,360711
Anaheim,CA,California,33.839,-117.8574,348204
Bonita Springs,FL,Florida,26.3558,-81.7859,347581
Greensboro,NC,North Carolina,36.0956,-79.8271,345270
Huntsville,AL,Alabama,34.6981,-86.6412,339136
Corpus Christi,TX,Texas,27.7254,-97.3767,333764
Fort Wayne,IN,Indiana,41.0888,-85.1436,330305
Fayetteville,NC,North Carolina,35.085,-78.9772,328827
Ann Arbor,MI,Michigan,42.2759,-83.731,327814
Jackson,MS,Mississippi,32.3157,-90.2125,326977
Antioch,CA,California,37.9787,-121.796,322796
Mobile,AL,Alabama,30.6782,-88.1162,322079
Lexington,KY,Kentucky,38.0423,-84.4587,321354
Asheville,NC,North Carolina,35.5707,-82.5537,316694
Trenton,NJ,New Jersey,40.2237,-74.7641,316436
Santa Rosa,CA,California,38.4458,-122.7067,314196
Santa Ana,CA,California,33.7367,-117.8819,313818
Lansing,MI,Michigan,42.7142,-84.5601,312829
Henderson,NV,Nevada,36.0133,-115.0381,311250
St. Paul,MN,Minnesota,44.9478,-93.1039,309751
Lakeland,FL,Florida,28.0557,-81.9545,308994
Newark,NJ,New Jersey,40.7245,-74.1725,306247
Fort Collins,CO,Colorado,40.5477,-105.0656,301596
Reading,PA,Pennsylvania,40.34,-75.9267,299068
Springfield,MO,Missouri,37.1943,-93.2916,298722
Irvine,CA,California,33.6772,-117.7738,297868
Anchorage,AK,Alaska,61.1508,-149.1091,292545
The Woodlands,TX,Texas,30.1738,-95.5134,292380
South Bend,IN,Indiana,41.6767,-86.2696,290915
Rockford,IL,Illinois,42.2596,-89.064,289763
Savannah,GA,Georgia,32.0286,-81.1821,289607
Lincoln,NE,Nebraska,40.8099,-96.6784,289136
Jersey City,NJ,New Jersey,40.7184,-74.0686,287146
Round Lake Beach,IL,Illinois,42.3791,-88.0811,287012
Flint,MI,Michigan,43.0236,-83.6921,286324
Shreveport,LA,Louisiana,32.4653,-93.7955,286200
Plano,TX,Texas,33.0502,-96.7486,282181
Myrtle Beach,SC,South Carolina,33.7094,-78.8844,281180
Davenport,IA,Iowa,41.5565,-90.6053,280282
Canton,OH,Ohio,40.8078,-81.3676,277741
Santa Clarita,CA,California,34.4175,-118.4964,275230
Chula Vista,CA,California,32.6281,-117.0144,274818
Eugene,OR,Oregon,44.0564,-123.1174,273904
Chandler,AZ,Arizona,33.2825,-111.8514,272439
Salem,OR,Oregon,44.9233,-123.0244,268634
Concord,NC,North Carolina,35.3933,-80.6369,264492
Gilbert,AZ,Arizona,33.31,-111.7463,262249
Columbus,GA,Georgia,32.51,-84.8771,262061
Aguadilla,PR,Puerto Rico,18.4382,-67.1537,260331
Lubbock,TX,Texas,33.5657,-101.8879,259946
North Las Vegas,NV,Nevada,36.2883,-115.0888,259638
St. Petersburg,FL,Florida,27.7931,-82.6652,258245
Tallahassee,FL,Florida,30.4551,-84.2527,257648
Laredo,TX,Texas,27.5625,-99.4874,256748
Peoria,IL,Illinois,40.752,-89.6154,255718
Avondale,AZ,Arizona,33.3873,-112.3235,254537
Lafayette,LA,Louisiana,30.2082,-92.0325,254286
Irving,TX,Texas,32.8583,-96.9702,254184
Montgomery,AL,Alabama,32.3482,-86.2668,253711
Visalia,CA,California,36.3276,-119.3269,249804
McKinney,TX,Texas,33.2016,-96.667,248840
Wilmington,NC,North Carolina,34.2099,-77.8866,247372
Chesapeake,VA,Virginia,36.6778,-76.3023,247172
Glendale,AZ,Arizona,33.5791,-112.2311,245685
Garland,TX,Texas,32.91,-96.6304,245075
Kennewick,WA,Washington,46.1978,-119.1732,241230
Winter Haven,FL,Florida,28.0118,-81.7014,240768
Scottsdale,AZ,Arizona,33.6872,-111.8651,238685
Norfolk,VA,Virginia,36.8945,-76.259,238556
Killeen,TX,Texas,31.0753,-97.7297,238288
York,PA,Pennsylvania,39.9651,-76.7315,236818
Atlantic City,NJ,New Jersey,39.3797,-74.4527,236314
Nashua,NH,New Hampshire,42.7491,-71.491,235982
Arlington,VA,Virginia,38.8786,-77.1011,235764
Brownsville,TX,Texas,25.9975,-97.458,235735
Fremont,CA,California,37.5265,-121.9843,231502
Gulfport,MS,Mississippi,30.4274,-89.0704,231423
Evansville,IN,Indiana,37.9881,-87.5341,226788
Hialeah,FL,Florida,25.8696,-80.3045,224362
Navarre,FL,Florida,30.4174,-86.8907,223951
Bel Air South,MD,Maryland,39.5022,-76.3113,222834
North Port,FL,Florida,27.0576,-82.1977,221616
San Bernardino,CA,California,34.1416,-117.2943,220821
Portland,ME,Maine,43.6773,-70.2715,220807
Enterprise,NV,Nevada,36.0091,-115.2278,219566
Bremerton,WA,Washington,47.5436,-122.7121,219538
Green Bay,WI,Wisconsin,44.5148,-87.9895,219472
Appleton,WI,Wisconsin,44.278,-88.3892,218448
Spring Valley,NV,Nevada,36.0952,-115.2636,217441
Tacoma,WA,Washington,47.2431,-122.4531,217332
Spartanburg,SC,South Carolina,34.9442,-81.9251,216021
Roanoke,VA,Virginia,37.2785,-79.9581,215781
Gainesville,FL,Florida,29.6804,-82.3459,213287
Deltona,FL,Florida,28.905,-81.2137,212616
Kalamazoo,MI,Michigan,42.2749,-85.5882,212033
Thousand Oaks,CA,California,34.1914,-118.8756,211045
Hickory,NC,North Carolina,35.741,-81.3223,211042
Yonkers,NY,New York,40.9466,-73.8673,209730
Moreno Valley,CA,California,33.9244,-117.2045,208371
Fontana,CA,California,34.0968,-117.4599,208087
College Station,TX,Texas,30.5852,-96.2959,207514
Fargo,ND,North Dakota,46.8651,-96.8292,207310
Amarillo,TX,Texas,35.1984,-101.8316,204357
Norwich,CT,Connecticut,41.5495,-72.0882,201726
Olympia,WA,Washington,47.0417,-122.8959,200836
Waterbury,CT,Connecticut,41.5582,-73.0361,199552
Salinas,CA,California,36.6883,-121.6317,199290
Huntington,WV,West Virginia,38.4109,-82.4345,199133
Huntington Beach,CA,California,33.696,-118.0018,198735
Clarksville,TN,Tennessee,36.5692,-87.3413,198689
Santa Barbara,CA,California,34.4285,-119.7202,198240
Glendale,CA,California,34.1819,-118.2468,196512
Sunrise Manor,NV,Nevada,36.1783,-115.0487,196411
Grand Prairie,TX,Texas,32.6871,-97.0208,195992
Overland Park,KS,Kansas,38.887,-94.687,195249
Hagerstown,MD,Maryland,39.6401,-77.7217,194602
Nampa,ID,Idaho,43.5844,-116.5638,194547
Gastonia,NC,North Carolina,35.2494,-81.1854,194190
Frisco,TX,Texas,33.156,-96.8216,193140
Cedar Rapids,IA,Iowa,41.9662,-91.6783,192714
Hemet,CA,California,33.7341,-116.9969,191170
Paradise,NV,Nevada,36.0872,-115.1355,189852
Sioux Falls,SD,South Dakota,43.5396,-96.7311,189258
Vancouver,WA,Washington,45.6366,-122.5967,188331
Peoria,AZ,Arizona,33.7843,-112.2989,187733
Waco,TX,Texas,31.5599,-97.1882,187172
Lorain,OH,Ohio,41.4409,-82.184,186500
Erie,PA,Pennsylvania,42.1167,-80.0733,186489
Newport News,VA,Virginia,37.1051,-76.5185,185069
Aurora,IL,Illinois,41.7638,-88.2902,183447
Fort Lauderdale,FL,Florida,26.1412,-80.1464,182247
Vallejo,CA,California,38.1125,-122.2342,181882
Murfreesboro,TN,Tennessee,35.849,-86.4121,181450
Spring Hill,FL,Florida,28.4798,-82.53,179668
Tempe,AZ,Arizona,33.3881,-111.9319,178862
High Point,NC,North Carolina,35.991,-79.9937,178800
Medford,OR,Oregon,42.3372,-122.854,178457
Danbury,CT,Connecticut,41.4015,-73.4709,177722
Elk Grove,CA,California,38.4161,-121.3842,175510
Ontario,CA,California,34.0393,-117.6064,175223
Frederick,MD,Maryland,39.4337,-77.4141,175032
Vero Beach South,FL,Florida,27.6132,-80.4163,174748
Ocala,FL,Florida,29.178,-82.1511,174618
Oceanside,CA,California,33.2247,-117.3083,174461
Rancho Cucamonga,CA,California,34.1247,-117.5667,173946
Garden Grove,CA,California,33.7787,-117.9601,172708
Cary,NC,North Carolina,35.7819,-78.8195,171603
Pembroke Pines,FL,Florida,26.0128,-80.3382,170346
Bayamon,PR,Puerto Rico,18.3794,-66.1635,170028
Palmdale,CA,California,34.5944,-118.1057,167987
Manchester,NH,New Hampshire,42.9848,-71.4447,167568
Lafayette,IN,Indiana,40.3991,-86.8593,166793
Santa Cruz,CA,California,36.9789,-122.0346,165933
Marysville,WA,Washington,48.0809,-122.1561,164655
Muskegon,MI,Michigan,43.2281,-86.2562,164136
Springfield,IL,Illinois,39.7709,-89.654,162588
Hayward,CA,California,37.6328,-122.0766,162254
New Bedford,MA,Massachusetts,41.6697,-70.9428,158353
Alexandria,VA,Virginia,38.8185,-77.0861,158185
Paterson,NJ,New Jersey,40.9147,-74.1624,157927
Corona,CA,California,33.8616,-117.5649,157844
Merced,CA,California,37.3057,-120.4779,157617
Warner Robins,GA,Georgia,32.5961,-83.6527,157416
Port Arthur,TX,Texas,29.8554,-93.9264,156988
Macon,GA,Georgia,32.8065,-83.6974,156711
Kansas City,KS,Kansas,39.1235,-94.7443,155745
Lakewood,CO,Colorado,39.6977,-105.1172,155608
Sunnyvale,CA,California,37.3836,-122.0255,155550
Fredericksburg,VA,Virginia,38.2992,-77.4872,155414
Leesburg,FL,Florida,28.7672,-81.8962,154301
Champaign,IL,Illinois,40.1142,-88.2737,153278
Hollywood,FL,Florida,26.0293,-80.1679,152597
Pasadena,TX,Texas,29.6575,-95.1498,151964
Pomona,CA,California,34.0585,-117.7626,151592
Escondido,CA,California,33.1348,-117.0723,151443
Joliet,IL,Illinois,41.5188,-88.1499,150323
Lake Charles,LA,Louisiana,30.201,-93.2111,150036
Mesquite,TX,Texas,32.7602,-96.5865,149848
Mauldin,SC,South Carolina,34.7821,-82.3032,149687
Panama City,FL,Florida,30.1995,-85.6003,149366
Bellevue,WA,Washington,47.5951,-122.1535,149365
Naperville,IL,Illinois,41.748,-88.1659,149013
Harlingen,TX,Texas,26.1916,-97.6977,148545
Tuscaloosa,AL,Alabama,33.2348,-87.5268,148523
Elkhart,IN,Indiana,41.6916,-85.9627,147679
Torrance,CA,California,33.8346,-118.3416,147156
Binghamton,NY,New York,42.1014,-75.9093,146870
Houma,LA,Louisiana,29.58,-90.7059,146665
Topeka,KS,Kansas,39.0346,-95.6955,146473
Roseville,CA,California,38.7703,-121.3196,145687
Fairfield,CA,California,38.2583,-122.0335,145163
Tyler,TX,Texas,32.3184,-95.3062,143895
Fullerton,CA,California,33.8841,-117.9279,142964
Pueblo,CO,Colorado,38.2701,-104.6114,142727
Athens,GA,Georgia,33.9508,-83.3689,142277
Santa Maria,CA,California,34.9333,-120.4431,142230
Surprise,AZ,Arizona,33.6815,-112.4515,141875
Charleston,WV,West Virginia,38.3484,-81.6322,141640
Las Cruces,NM,New Mexico,32.3265,-106.7893,141399
Metairie,LA,Louisiana,29.9977,-90.178,140590
Thornton,CO,Colorado,39.9197,-104.9438,140538
Olathe,KS,Kansas,38.8833,-94.82,140339
Carolina,PR,Puerto Rico,18.4054,-65.9792,139735
Gainesville,GA,Georgia,34.2902,-83.8294,139507
West Valley City,UT,Utah,40.6886,-112.0123,139361
Orange,CA,California,33.8038,-117.8218,139195
Warren,MI,Michigan,42.4934,-83.027,138996
Pasadena,CA,California,34.1597,-118.139,138771
Beaumont,TX,Texas,30.0849,-94.1451,137549
Burlington,NC,North Carolina,36.076,-79.4685,137096
Hampton,VA,Virginia,37.0551,-76.363,136748
Columbia,MO,Missouri,38.9472,-92.3268,136736
Yuma,AZ,Arizona,32.5995,-114.5491,135933
Elizabeth,NJ,New Jersey,40.6658,-74.1913,135772
Racine,WI,Wisconsin,42.7274,-87.8135,135352
Greeley,CO,Colorado,40.4152,-104.7706,135270
Kent,WA,Washington,47.3887,-122.2128,134890
Stamford,CT,Connecticut,41.1039,-73.5585,134820
Odessa,TX,Texas,31.8801,-102.3448,134793
Bloomington,IL,Illinois,40.4757,-88.9703,134357
Miramar,FL,Florida,25.9773,-80.3351,134306
Grand Junction,CO,Colorado,39.0877,-108.5673,134074
Sterling Heights,MI,Michigan,42.5809,-83.0305,134062
Coral Springs,FL,Florida,26.2702,-80.2591,133693
Johnson City,TN,Tennessee,36.3406,-82.3806,131902
Carrollton,TX,Texas,32.989,-96.8999,131388
Midland,TX,Texas,32.0243,-102.1147,130765
Yakima,WA,Washington,46.5923,-120.5496,130440
Bellingham,WA,Washington,48.7548,-122.469,129601
Yuba City,CA,California,39.1357,-121.6383,129536
South Lyon,MI,Michigan,42.4614,-83.6526,128071
Santa Clara,CA,California,37.3646,-121.968,127922
St. George,UT,Utah,37.0758,-113.5752,127890
Fort Smith,AR,Arkansas,35.3495,-94.3695,127699
Simi Valley,CA,California,34.2663,-118.749,127158
Dover,DE,Delaware,39.161,-75.5202,125931
Norman,OK,Oklahoma,35.2335,-97.3471,125745
Abilene,TX,Texas,32.4543,-99.7384,125474
Billings,MT,Montana,45.7891,-108.5526,124973
Ponce,PR,Puerto Rico,18.0127,-66.6212,124719
Lehigh Acres,FL,Florida,26.612,-81.6388,123751
St. Cloud,MN,Minnesota,45.534,-94.1718,123569
Arecibo,PR,Puerto Rico,18.4491,-66.7387,123499
Kenosha,WI,Wisconsin,42.5865,-87.8773,123061
Greenville,NC,North Carolina,35.5943,-77.376,122921
Arvada,CO,Colorado,39.832,-105.151,122903
Pearland,TX,Texas,29.5581,-95.3218,122609
Independence,MO,Missouri,39.0871,-94.3501,122230
Texas City,TX,Texas,29.4154,-94.9682,122017
Redding,CA,California,40.5698,-122.365,121498
Lynchburg,VA,Virginia,37.4003,-79.1909,120877
Boulder,CO,Colorado,40.0248,-105.2524,120818
Iowa City,IA,Iowa,41.6559,-91.5303,120015
Rochester,MN,Minnesota,44.0154,-92.478,119732
Berkeley,CA,California,37.8722,-122.276,119607
Waldorf,MD,Maryland,38.6085,-76.9194,119442
The Villages,FL,Florida,28.9034,-81.9887,119296
Duluth,MN,Minnesota,46.7756,-92.1393,118975
East Los Angeles,CA,California,34.0326,-118.1691,118964
Saginaw,MI,Michigan,43.4199,-83.9501,118845
Clovis,CA,California,36.8278,-119.683,118488
Leominster,MA,Massachusetts,42.5209,-71.7717,118190
Round Rock,TX,Texas,30.527,-97.6642,117735
Monroe,LA,Louisiana,32.5185,-92.0774,117197
Cambridge,MA,Massachusetts,42.3759,-71.1185,116892
Clearwater,FL,Florida,27.979,-82.7623,116616
Seaside,CA,California,36.6224,-121.8199,116189
West Jordan,UT,Utah,40.6024,-112.0008,116045
Richardson,TX,Texas,32.9716,-96.7093,115904
West Palm Beach,FL,Florida,26.7469,-80.132,115877
Temple,TX,Texas,31.1068,-97.3891,115809
Burlington,VT,Vermont,44.4876,-73.2316,115682
Richmond,CA,California,37.9477,-122.3389,115677
Westminster,CO,Colorado,39.8837,-105.0624,115535
Pottstown,PA,Pennsylvania,40.2508,-75.6445,115413
Brandon,FL,Florida,27.9367,-82.3,115330
Rock Hill,SC,South Carolina,34.9415,-81.0241,115292
Meridian,ID,Idaho,43.6116,-116.3977,115227
Coeur d'Alene,ID,Idaho,47.704,-116.7936,114880
Carlsbad,CA,California,33.1246,-117.2834,114858
Lowell,MA,Massachusetts,42.6389,-71.3217,114804
Waterloo,IA,Iowa,42.4918,-92.3522,114594
North Charleston,SC,South Carolina,32.9067,-80.0722,114542
Gilroy,CA,California,37.0046,-121.5854,114461
Downey,CA,California,33.9379,-118.1311,114293
Gresham,OR,Oregon,45.5021,-122.4413,114164
Elgin,IL,Illinois,42.0383,-88.324,114156
Utica,NY,New York,43.0962,-75.2261,112948
Broken Arrow,OK,Oklahoma,36.038,-95.7806,112751
Costa Mesa,CA,California,33.6667,-117.9135,112148
Chico,CA,California,39.7578,-121.8161,112132
Sioux City,IA,Iowa,42.4959,-96.3901,111924
League City,TX,Texas,29.4874,-95.1087,111847
Miami Gardens,FL,Florida,25.9433,-80.2426,111706
Pompano Beach,FL,Florida,26.2428,-80.1312,111423
San Buenaventura,CA,California,34.2741,-119.2314,110572
Everett,WA,Washington,47.9525,-122.1669,110438
El Centro,CA,California,32.7865,-115.5595,110434
Sugar Land,TX,Texas,29.5935,-95.6358,110272
El Monte,CA,California,34.0739,-118.0291,110144
Lewisville,TX,Texas,33.0454,-96.9815,110077
West Covina,CA,California,34.0555,-117.9113,109396
Temecula,CA,California,33.4928,-117.1315,109376
Bend,OR,Oregon,44.0563,-121.3095,109224
Salisbury,MD,Maryland,38.3756,-75.5865,108982
Jacksonville,NC,North Carolina,34.7289,-77.3941,108549
Inglewood,CA,California,33.9566,-118.3444,108206
Dearborn,MI,Michigan,42.3127,-83.213,107985
Centennial,CO,Colorado,39.5926,-104.8673,107972
Burbank,CA,California,34.1879,-118.3235,107364
Sparks,NV,Nevada,39.5736,-119.7161,106900
Sandy Springs,GA,Georgia,33.9366,-84.3703,106605
Bloomington,IN,Indiana,39.1637,-86.5257,106327
Logan,UT,Utah,41.7399,-111.8422,106319
Kailua,HI,Hawaii,21.392,-157.7396,106260
El Cajon,CA,California,32.8017,-116.9604,106043
Hillsboro,OR,Oregon,45.5273,-122.936,105909
South Fulton,GA,Georgia,33.6273,-84.58,105551
Renton,WA,Washington,47.4784,-122.1918,105313
Mandeville,LA,Louisiana,30.3751,-90.0904,105097
San Mateo,CA,California,37.5522,-122.3121,105087
Columbia,MD,Maryland,39.2004,-76.859,105086
Daly City,CA,California,37.6862,-122.4685,104914
Davie,FL,Florida,26.0789,-80.287,104782
Jurupa Valley,CA,California,34.001,-117.4706,104684
Brockton,MA,Massachusetts,42.0821,-71.0242,104216
Longmont,CO,Colorado,40.1686,-105.1005,104035
Rialto,CA,California,34.1175,-117.3892,103799
San German,PR,Puerto Rico,18.0827,-67.046,103747
Eau Claire,WI,Wisconsin,44.8197,-91.4948,103586
Turlock,CA,California,37.5053,-120.8588,103359
Norwalk,CA,California,33.9069,-118.0829,103330
Highlands Ranch,CO,Colorado,39.5419,-104.9708,103238
Allen,TX,Texas,33.1088,-96.6735,102778
Wichita Falls,TX,Texas,33.9072,-98.5291,102563
Rio Rancho,NM,New Mexico,35.2873,-106.6982,102403
Vacaville,CA,California,38.3587,-121.9673,102256
Spokane Valley,WA,Washington,47.6626,-117.2346,102178
Charlottesville,VA,Virginia,38.0375,-78.4855,102164
Idaho Falls,ID,Idaho,43.4871,-112.0362,101326
Menifee,CA,California,33.6909,-117.1849,101089
Lee's Summit,MO,Missouri,38.9171,-94.3816,100772
Quincy,MA,Massachusetts,42.2506,-71.0187,100544
San Angelo,TX,Texas,31.4424,-100.4504,100330
Lynn,MA,Massachusetts,42.4781,-70.9664,100233
Holland,MI,Michigan,42.7677,-86.0984,100202
Federal Way,WA,Washington,47.3091,-122.3358,99792
Manteca,CA,California,37.7927,-121.2264,99764
Lafayette,CO,Colorado,39.9946,-105.0998,99475
Santa Fe,NM,New Mexico,35.6619,-105.9819,99439
Hesperia,CA,California,34.3975,-117.3147,99287
La Crosse,WI,Wisconsin,43.8241,-91.2268,99227
Riverview,FL,Florida,27.8227,-82.3023,98928
Kingsport,TN,Tennessee,36.5224,-82.5454,98767
Edinburg,TX,Texas,26.3196,-98.1597,98759
Vista,CA,California,33.1896,-117.2386,98651
Bowling Green,KY,Kentucky,36.9716,-86.4378,98537
Carmel,IN,Indiana,39.965,-86.146,98137
Longview,TX,Texas,32.5193,-94.7622,98075
Tracy,CA,California,37.7269,-121.4523,98022
Prescott Valley,AZ,Arizona,34.598,-112.3185,97901
Beaverton,OR,Oregon,45.4779,-122.8168,97466
Portsmouth,NH,New Hampshire,43.058,-70.7826,97455
Portsmouth,VA,Virginia,36.8468,-76.354,97454
Fishers,IN,Indiana,39.9588,-85.9659,97154
Orem,UT,Utah,40.2981,-111.6994,96734
Sandy,UT,Utah,40.5709,-111.8506,96272
Sunrise,FL,Florida,26.1547,-80.2997,96220
San Tan Valley,AZ,Arizona,33.1786,-111.5629,96127
Compton,CA,California,33.893,-118.2274,96083
Arden-Arcade,CA,California,38.6017,-121.3845,95909
Hanford,CA,California,36.3274,-119.6549,95459
Boca Raton,FL,Florida,26.3752,-80.108,95347
Middletown,OH,Ohio,39.5033,-84.3659,95296
